No,gene,CNS_assoc_HPOs,CNS_HP_Count,pvalue_CNS_more,pvalue_CNS_less,DownGeneDrugs,UpGeneDrugs
330,ANKRD11,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0030047, HP:0100547",14,,0.000144849,,
331,ANKRD12,,,8.92741E-05,,,
332,ANKRD13B,,,0.002016061,,,
333,ANKRD16,,,0.00311201,,,
334,ANKRD2,,,,1.26741E-05,,
335,ANKRD20A3,,,0.026392261,,,
336,ANKRD22,,,,5.57455E-12,,
337,ANKRD28,,,0.005681878,,,
338,ANKRD30B,,,,7.02996E-05,,
339,ANKRD30BL,,,0.0143075,,,
340,ANKRD32,,,3.72949E-05,,,
341,ANKRD33,,,,0.000190564,,
342,ANKRD34A,,,0.021196905,,,
343,ANKRD35,,,,5.11565E-05,,
344,ANKRD36,,,5.23376E-05,,,
345,ANKRD36C,,,0.003876868,,,
346,ANKRD40,,,,2.5288E-05,,
347,ANKRD44,,,0.000113349,,,
348,ANKRD45,,,0.000344103,,,
349,ANKRD49,,,,0.000516535,,idoxuridine
350,ANKRD54,,,,4.38811E-05,,
351,ANKRD6,,,1.06994E-06,,,
352,ANKRD65,,,,3.7837E-08,,
353,ANKRD9,,,,3.61776E-06,,
354,ANKS1B,,,2.77803E-08,,,
355,ANKS4B,,,,1.14887E-09,,
356,ANKS6,,,0.040380216,,,
357,ANKZF1,,,,4.99421E-06,,
358,ANLN,,,,9.45777E-05,,
359,ANO10,"HP:0001272, HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",8,1.88049E-06,,,
360,ANO3,,,0.023911918,,,
361,ANO4,,,2.5005E-07,,,
362,ANO7,,,,0.000177559,,
363,ANO8,,,0.002241674,,,
364,ANO9,,,,8.04994E-22,,
365,ANP32B,,,,2.36989E-07,,
366,ANP32E,,,,1.54466E-05,,terbutaline
367,ANPEP,,,,1.92236E-06,,"beclometasone, corticosterone, dexketoprofen, exemestane, hydrocortisone, ketoprofen, tretinoin"
368,ANTXR1,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759, HP:0100659",6,2.12652E-05,,,
369,ANTXRL,,,,1.51596E-05,,
370,ANXA1,,,,1.12323E-06,,"cyclopamine, dexketoprofen, ephedrine, vincristine"
371,ANXA10,,,,2.75462E-09,,ritodrine
372,ANXA11,"HP:0002011, HP:0002180, HP:0007367, HP:0012639, HP:0012757",5,,7.3756E-07,,
373,ANXA13,,,,1.02404E-11,,
374,ANXA2,,,,1.04508E-10,,diflunisal
375,ANXA2R,,,,1.55179E-06,,
376,ANXA4,,,,0.000125774,,
377,ANXA5,,,,4.78981E-05,,"cyclopamine, diphenhydramine, metrifonate"
378,ANXA6,,,,0.000423255,,"fumonisin-b1, progesterone, valproic-acid"
379,ANXA7,,,,3.51347E-05,,
380,ANXA8L1,,,,4.49666E-05,,
381,ANXA9,,,,2.97216E-06,,
382,AOC1,,,,1.58401E-11,,"androstenedione, cyproterone, ethinylestradiol, isoxsuprine, lynestrenol, prednisolone, resveratrol"
383,AOC3,,,,2.11352E-11,,"ethionamide, valproic-acid, warfarin"
384,AOX1,,,,0.000294069,,"cyclophosphamide, floxuridine, fumonisin-b1, mifepristone, reserpine, trimethadione"
385,AP1AR,,,0.007337183,,,
386,AP1G2,,,,1.97093E-05,,
387,AP1M1,,,,0.000633956,,
388,AP1M2,,,,0.000356336,,imipramine
389,AP1S1,HP:0012759,1,,0.000710558,,"cortisol, phensuximide"
390,AP2A1,,,,1.87193E-05,,
391,AP2B1,,,4.83084E-05,,,
392,AP2M1,"HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",9,,0.000182352,,
393,AP2S1,,,,3.47971E-06,,
394,AP3B2,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",20,3.66069E-08,,,
395,AP3D1,"HP:0002011, HP:0002059, HP:0002060, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",12,,2.75264E-08,,
396,AP3M2,,,0.000549953,,,
397,AP3S1,,,0.00137484,,,
398,AP3S2,,,,6.81388E-05,,
399,AP4S1,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002120, HP:0002500, HP:0002518, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",23,0.000136011,,,
400,AP5S1,,,,4.06674E-06,,
401,AP5Z1,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002518, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",13,,5.83188E-05,,
402,APBA1,,,1.2008E-08,,,
403,APBA2,,,2.3671E-09,,,
404,APBA3,,,,8.21191E-10,,
405,APBB1,,,0.000240424,,,
406,APC,"HP:0002011, HP:0002143, HP:0002176, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100705, HP:0100707",9,6.07124E-10,,,
407,APC2,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0006919, HP:0007360, HP:0007361, HP:0007362, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0007375, HP:0011282, HP:0011283, HP:0012110, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0100705, HP:0100707",35,2.32186E-12,,,
408,APCDD1,,,0.046094719,,,
409,APCDD1L,,,,1.95925E-08,,
410,APEH,,,,3.41111E-07,,
411,APEX2,,,,3.88626E-05,,
412,APH1A,,,,9.82374E-05,,
413,APITD1,,,,0.000100755,,
414,APLF,,,,0.000118601,,
415,APLNR,,,,0.000549233,,
416,APLP1,,,1.05223E-10,,,
417,APOA1,,,,1.81504E-12,,"levisoprenaline, methyldopa"
418,APOA1BP,,,,3.0157E-05,,
419,APOA2,,,,8.56326E-18,,"depomedrol, methyldopa"
420,APOB,"HP:0002011, HP:0009145, HP:0012443, HP:0012639, HP:0100659",5,,8.50503E-16,,"dichloroacetic-acid, ketoprofen"
421,APOBEC1,,,,4.93422E-07,,
422,APOBEC2,,,,7.75362E-09,,
423,APOBEC3A,,,,2.06849E-05,,
424,APOBEC3B,,,,7.09674E-07,,"corynanthine, cyclosporin-a, etoposide, levodopa, menadione, primidone, thalidomide"
425,APOBEC3C,,,,6.33652E-08,,
426,APOBEC3D,,,,4.3081E-07,,
427,APOBEC3F,,,,2.11841E-06,,
428,APOBEC3G,,,,3.04358E-05,,dacarbazine
429,APOBEC3H,,,,6.43408E-08,,
430,APOBR,,,,1.98714E-05,,
431,APOC1,,,,5.49011E-05,,"ethotoin, vidarabine"
432,APOC3,,,,3.70945E-16,,
433,APOC4,,,,0.0002464,,
434,APOF,,,,2.16703E-05,,
435,APOH,,,,4.58162E-13,,
436,APOL1,,,,5.06582E-08,,
437,APOL2,,,,9.86662E-06,,
438,APOL3,,,,3.04587E-08,,
439,APOL5,,,,0.000151277,,
440,APOL6,,,,1.96816E-06,,
441,APOM,,,,1.46651E-08,,
442,APOOL,,,0.001110919,,,
443,APOPT1,,,0.037732064,,,
444,APP,"HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002143, HP:0002538, HP:0002977, HP:0007367, HP:0007369, HP:0009145, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0100659",16,0.039461462,,,
445,APPL2,,,0.00205892,,,
446,APRT,,,,3.07994E-08,,
447,APTX,"HP:0001272, HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639",7,,0.000479986,,
448,AQP1,,,,6.35525E-12,,"acebutolol, AM-580, chlorambucil, domperidone, mephenytoin, mestinon, quinidine, solanine"
449,AQP2,HP:0012759,1,,2.10223E-07,,
450,AQP3,,,,1.92112E-14,,"acebutolol, BRD-A66861218, caffeine, cycloheximide, dexketoprofen, diflunisal, dimethadione, estradiol, etretinate, fluorouracil, flutamide, imipramine, mifepristone, ochratoxin-a, quinidine, resveratrol, tolfenamic-acid"
451,AQP4,,,0.002627814,,androstenedione,
452,AQP5,,,,6.17248E-09,,methyldopa
453,AQP7,,,,1.13255E-15,,
454,AQP9,,,,7.5345E-06,,"cortisol, nimodipine, prednisolone, sulfasalazine"
455,ARAF,,,,1.77737E-05,,
456,ARAP1,,,,0.000393514,,
457,ARCN1,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,1.10821E-05,,
458,AREGB,,,,0.000389773,,
459,ARF1,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,0.000131393,,
460,ARF4,,,,3.65352E-07,,
461,ARF6,,,,1.45269E-06,,
462,ARFGAP1,,,,4.28797E-07,,
463,ARFGAP2,,,,6.59788E-05,,
464,ARFIP2,,,,2.26634E-10,,
465,ARFRP1,,,,3.01458E-08,,
466,ARG1,"HP:0001272, HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",8,,0.000412356,,"acetazolamide, estradiol, methimazole, oxaprozin, thalidomide"
467,ARGFX,,,,0.00021716,,
468,ARGLU1,,,,0.000369206,,
469,ARHGAP1,,,,2.41883E-05,,
470,ARHGAP10,,,,6.78021E-05,,
471,ARHGAP11A,,,,0.000572476,,
472,ARHGAP15,,,,0.000781026,,
473,ARHGAP19,,,,4.76477E-05,,
474,ARHGAP19-SLIT1,,,0.008234802,,,
475,ARHGAP20,,,6.45238E-05,,,
476,ARHGAP21,,,4.03529E-07,,,
477,ARHGAP30,,,,9.17226E-06,,
478,ARHGAP32,,,0.000534871,,azacitidine,
479,ARHGAP33,,,0.00320296,,,
480,ARHGAP35,,,0.000999427,,,
481,ARHGAP36,,,,5.5759E-11,,
482,ARHGAP39,,,0.00050417,,,
483,ARHGAP4,,,,0.000438964,,
484,ARHGAP44,,,0.010061515,,,
485,ARHGAP9,,,,3.69416E-05,,
486,ARHGDIA,HP:0012759,1,,6.24816E-06,,
487,ARHGDIB,,,,0.00024217,,
488,ARHGDIG,,,0.00223541,,,
489,ARHGEF1,,,,0.000140849,,
490,ARHGEF10L,,,0.000226215,,,
491,ARHGEF11,,,3.91942E-09,,,
492,ARHGEF15,,,,0.000497126,,
493,ARHGEF16,,,,1.30582E-06,,
494,ARHGEF18,HP:0012759,1,,0.000130162,,
495,ARHGEF19,,,,3.65017E-08,,
496,ARHGEF33,,,0.002813518,,,
497,ARHGEF35,,,,2.14249E-05,,
498,ARHGEF38,,,,2.42458E-06,,
499,ARHGEF39,,,,9.29567E-11,,
500,ARHGEF4,,,2.66884E-05,,,
501,ARHGEF5,,,,1.57061E-11,,
502,ARHGEF7,,,0.028632654,,,
503,ARHGEF9,"HP:0002011, HP:0002060, HP:0002538, HP:0002977, HP:0006872, HP:0007333, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",11,2.17421E-06,,,
504,ARID4A,,,0.03560435,,,
505,ARID4B,,,,8.34531E-05,,
506,ARIH2OS,,,,1.72918E-11,,
507,ARL10,,,0.000172138,,,
508,ARL11,,,,8.1283E-05,,
509,ARL13A,,,,4.83807E-06,,
510,ARL13B,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002418, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",22,4.57481E-05,,,
511,ARL14,,,,0.000863081,,
512,ARL14EP,,,,0.00040282,,
513,ARL14EPL,,,,0.000200299,,
514,ARL16,,,,2.61001E-05,,
515,ARL17A,,,0.019752529,,,
516,ARL2,,,,2.21137E-05,,
517,ARL4D,,,,0.00015409,,
518,ARL5B,,,,1.07366E-05,,
519,ARL6,HP:0012759,1,0.001703186,,,
520,ARL6IP4,,,,1.12054E-07,,
521,ARL6IP6,,,0.029385827,,,
522,ARL9,,,0.00125867,,,
523,ARMC1,,,0.043470157,,,
524,ARMC2,,,0.000724983,,,
525,ARMC4,,,0.002635099,,,
526,ARMC5,"HP:0002011, HP:0012443, HP:0012503, HP:0012639",4,,2.0953E-06,,
527,ARMC6,,,,4.26294E-05,,
528,ARMC8,,,0.004131223,,,
529,ARMCX3,,,,0.000121747,,
530,ARMCX6,,,,2.18179E-06,,
531,ARNT2,"HP:0001273, HP:0001317, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002977, HP:0007360, HP:0007364, HP:0007370, HP:0007375, HP:0010627, HP:0011282, HP:0011283, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547",19,0.000119747,,"bupivacaine, ketorolac",
532,ARNTL2,,,0.018805764,,,
533,ARPC1A,,,,0.000334334,,
534,ARPC1B,,,,6.55503E-05,,
535,ARPC2,,,,0.000353962,,
536,ARPC3,,,,0.000267224,,
537,ARPC4,,,,9.07566E-05,,
538,ARPC5,,,,0.000484448,,
539,ARPC5L,,,,1.2925E-06,,
540,ARPP21,,,2.07323E-08,,,
541,ARRDC1,,,,0.00011613,,
542,ARRDC2,,,,2.21044E-05,,
543,ARRDC3,,,,0.000352148,,
544,ARSA,"HP:0002011, HP:0002060, HP:0002500, HP:0002518, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,0.0004783,,
545,ARSB,"HP:0002011, HP:0002118, HP:0002143, HP:0012443, HP:0012639",5,4.48077E-05,,,
546,ARSH,,,,0.000772009,,
547,ARSI,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002977, HP:0007360, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0030047, HP:0100547",19,,4.07209E-13,,
548,ARSJ,,,,3.29703E-08,,depomedrol
549,ARSK,,,0.026144086,,,
550,ART1,,,,6.11292E-05,,
551,ART4,,,,2.86427E-18,,
552,ART5,,,,4.00233E-08,,
553,ASAH2B,,,0.042038037,,,
554,ASAH2C,,,,0.00018142,,
555,ASB10,,,,2.86429E-06,,
556,ASB11,,,,4.941E-12,,
557,ASB16,,,,0.000101634,,
558,ASB2,,,,3.47126E-07,,
559,ASB4,,,,8.45037E-07,,
560,ASB5,,,,0.000568495,,
561,ASB6,,,,2.51585E-06,,
562,ASB8,,,,9.89462E-05,,
563,ASB9,,,,1.32074E-06,,
564,ASCC2,,,,3.5742E-05,,
565,ASF1B,,,,0.000136936,,
566,ASGR2,,,,4.12887E-10,,
567,ASH2L,,,,4.21031E-08,,
568,ASIC1,,,1.27005E-06,,,
569,ASIC2,,,1.21604E-05,,,
570,ASIC5,,,,1.08016E-06,,
571,ASIP,,,,3.76076E-09,,
572,ASMTL,,,,8.54115E-05,,
573,ASNS,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002363, HP:0002500, HP:0002538, HP:0002539, HP:0002977, HP:0007360, HP:0007361, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012110, HP:0012443, HP:0012639, HP:0012759, HP:0100547",23,0.003284094,,"depomedrol, fumonisin-b1, ibuprofen, mephenytoin, phenytoin, ribavirin",
574,ASPA,"HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0007367, HP:0012443, HP:0012444, HP:0012639, HP:0012751, HP:0012759, HP:0012762, HP:0100547",12,,1.48125E-10,,"cilostazol, nifedipine"
575,ASPG,,,,1.07974E-08,,
576,ASPHD2,,,0.000144372,,,
577,ASPN,,,,2.7616E-09,,"betamethasone, CD-437, chlormadinone, esmolol, ethotoin, heliotrine, mometasone, phenylbutazone, retinol, TTNPB, warfarin"
578,ASPSCR1,,,,8.6605E-11,,
579,ASRGL1,,,0.001176866,,"chlormadinone, cyclosporin-a, fluorouracil, imipramine",
580,ASS1,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0100659",7,,4.52279E-06,,"azacitidine, chlorcyclizine, cytochalasin-b, floxuridine, pyrimethamine"
581,ASTL,,,,3.53104E-05,,
582,ASTN1,,,1.82281E-08,,,
583,ASTN2,,,6.73095E-07,,,
584,ASUN,,,,1.24505E-06,,
585,ASXL3,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002500, HP:0002977, HP:0006817, HP:0006919, HP:0007068, HP:0007360, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0030047, HP:0100547",24,1.7616E-06,,,
586,ASZ1,,,,1.40421E-05,,
587,ATAD1,"HP:0002011, HP:0002059, HP:0002060, HP:0002977, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",11,0.001259842,,,
588,ATAD3A,"HP:0001272, HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0006989, HP:0007360, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",16,,4.08151E-06,,
589,ATAD3B,,,,1.29495E-11,,
590,ATAT1,,,2.80887E-06,,,
591,ATCAY,"HP:0001317, HP:0001321, HP:0002011, HP:0002977, HP:0007360, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",10,5.58739E-12,,,
592,ATF3,,,,1.09598E-12,,"cyclopamine, dexketoprofen, floxuridine, hexachlorophene, ketoprofen, naproxen, vincristine"
593,ATF4,,,,4.55685E-07,,hexachlorophene
594,ATF5,,,,2.29426E-08,,digoxin
595,ATF6B,,,,0.000488148,,
596,ATG12,,,,0.000784325,,
597,ATG13,,,,7.86649E-07,,
598,ATG16L2,,,,5.12547E-05,,
599,ATG2A,,,,4.70082E-10,,
600,ATG3,,,,3.94671E-05,,"corynanthine, terbutaline, tianeptine"
601,ATG4D,,,,0.000104389,,
602,ATG9A,,,,0.000764751,,
603,ATHL1,,,,1.09309E-05,,
604,ATL1,"HP:0001273, HP:0002011, HP:0002060, HP:0002062, HP:0002079, HP:0002314, HP:0002492, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007370, HP:0007372, HP:0012443, HP:0012639, HP:0012759, HP:0100547",17,2.5128E-05,,,
605,ATL3,HP:0012639,1,,0.000575678,,
606,ATOH7,,,,0.000599072,,
607,ATOX1,,,,1.46244E-05,,
608,ATP13A2,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002120, HP:0002339, HP:0002500, HP:0002506, HP:0002518, HP:0002538, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0010994, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",27,1.42967E-09,,,
609,ATP1A1,"HP:0002011, HP:0002118, HP:0006919, HP:0012443, HP:0012639, HP:0012759",6,,5.78994E-08,,
610,ATP1A2,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002062, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007363, HP:0007364, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",22,0.002655712,,androstenedione,
611,ATP1A3,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002500, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",19,1.30182E-09,,,
612,ATP1B2,,,7.9949E-06,,,
613,ATP1B4,,,,2.49341E-07,,
614,ATP2A1,,,,3.60587E-09,,
615,ATP2A3,,,,0.000556559,,"androstenedione, menadione"
616,ATP2B1,,,0.029991207,,solanine,
617,ATP2B2,,,3.32103E-07,,,
618,ATP2C1,,,0.000346218,,,
619,ATP4A,,,,7.50818E-07,,
620,ATP4B,,,,1.10538E-05,,
621,ATP5A1,,,,6.62497E-05,,
622,ATP5B,,,,0.000139338,,
623,ATP5C1,,,,0.000130099,,
624,ATP5D,,,,1.30005E-08,,
625,ATP5E,,,,1.12651E-06,,
626,ATP5EP2,,,,4.19454E-09,,
627,ATP5G1,,,,1.62753E-06,,
628,ATP5G2,,,,2.27666E-09,,
629,ATP5G3,,,,2.36091E-06,,
630,ATP5H,,,,2.12259E-07,,
631,ATP5I,,,,9.95137E-11,,
632,ATP5J,,,,3.18095E-07,,
633,ATP5J2,,,,8.42051E-09,,
634,ATP5L,,,,4.68664E-11,,
635,ATP5L2,,,,1.6497E-09,,
636,ATP5O,,,,5.98448E-07,,
637,ATP5SL,,,,2.85599E-05,,
638,ATP6AP1L,,,0.003548009,,,
639,ATP6V0A1,,,0.00590615,,,
640,ATP6V0C,,,0.010991267,,,
641,ATP6V0D2,,,,4.57702E-08,,
642,ATP6V0E2,,,0.000154216,,"AM-580, chlorambucil",
643,ATP6V1A,"HP:0001272, HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0100705",29,0.031803182,,,
644,ATP6V1B1,,,,2.00815E-07,,
645,ATP6V1C2,,,,0.0004864,,
646,ATP6V1E1,"HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002538, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",19,,0.000279906,,
647,ATP6V1F,,,,0.000801995,,
648,ATP6V1G1,,,,4.31035E-06,,
649,ATP6V1G2,,,0.000136845,,,
650,ATP6V1H,,,0.019857106,,,
651,ATP7B,"HP:0006919, HP:0012639, HP:0012759",3,0.008466031,,,
652,ATP8A1,,,0.006444953,,"chloramphenicol, tretinoin",
653,ATP8A2,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002500, HP:0002977, HP:0007367, HP:0007369, HP:0007371, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0012762, HP:0100547",19,1.92568E-05,,,
654,ATP8B1,,,,6.21707E-06,,domperidone
655,ATP8B3,,,,7.16248E-08,,
656,ATP9A,,,3.58734E-05,,"carbamazepine, chlordiazepoxide",
657,ATPIF1,,,,8.4011E-08,,
658,ATRAID,,,,7.76325E-05,,
659,ATRIP,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,0.000930274,,
660,ATRN,,,0.012400212,,,
661,ATRNL1,,,3.1545E-05,,,
662,ATRX,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",18,0.004889358,,,
663,ATXN10,"HP:0001272, HP:0001317, HP:0002011, HP:0002062, HP:0006919, HP:0011282, HP:0011283, HP:0012443, HP:0012639",9,0.017497199,,,
664,ATXN1L,,,,5.09713E-05,,
665,ATXN2L,,,,1.69859E-05,,
666,ATXN7L1,,,0.005674331,,,
667,ATXN7L3B,,,,0.000380351,,
668,AUNIP,,,,2.55696E-06,,
669,AUP1,,,,5.74386E-07,,
670,AURKA,,,,9.72094E-06,,
671,AURKAIP1,,,,4.74123E-07,,
672,AURKB,,,,3.41784E-05,,
673,AUTS2,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,0.000231517,,"acyclovir, caffeine, calcipotriol, chlordiazepoxide, doxorubicin, lonidamine",
674,AVIL,,,,0.000384856,,fumonisin-b1
675,AVL9,,,3.85008E-12,,flutamide,
676,AVPI1,,,,1.65775E-27,,
677,AVPR2,HP:0012759,1,,6.10188E-06,,
678,AZGP1,,,,2.01875E-11,,"carbamazepine, dichloroacetic-acid, isosorbide, isoxsuprine, ketoprofen, mebendazole, methimazole, mifepristone, racephedrine, resveratrol, tretinoin, valproic-acid, zidovudine"
679,AZI1,,,,1.50558E-07,,
680,AZIN1,,,,4.34272E-05,,
681,B2M,"HP:0002011, HP:0002143, HP:0002176, HP:0012639",4,,3.9132E-05,,
682,B3GALNT1,,,0.001670452,,,
683,B3GALT1,,,2.54733E-08,,,
684,B3GALT2,,,0.000389032,,,
685,B3GALT5,,,0.049940217,,,
686,B3GAT1,,,6.11982E-11,,,
687,B3GAT2,,,6.34933E-07,,,
688,B3GAT3,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,1.78355E-10,,
689,B3GNT1,,,0.018220153,,,
690,B3GNT2,,,,0.000494494,,
691,B3GNT3,,,,4.47799E-11,,
692,B3GNT4,,,0.036205972,,,
693,B3GNT7,,,,5.65818E-05,,
694,B3GNT8,,,,1.76597E-08,,
695,B3GNT9,,,,1.79009E-09,,
696,B4GALNT1,"HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",17,1.76364E-07,,,
697,B4GALNT2,,,,1.86237E-05,,
698,B4GALNT4,,,0.012976422,,,
699,B4GALT1,"HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002118, HP:0002334, HP:0002977, HP:0006817, HP:0007360, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",15,,4.52795E-05,,
700,B4GALT7,HP:0012759,1,,3.63529E-06,,
701,B9D2,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002418, HP:0002500, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0100547",21,,0.000820382,,
702,BAALC,,,6.71631E-05,,,
703,BABAM1,,,,2.86744E-07,,
704,BACE1,,,8.56365E-05,,,
705,BACE2,,,,1.6354E-05,,
706,BACH1,,,0.044923838,,,
707,BACH2,,,0.000967883,,,
708,BAD,,,,1.18695E-06,,"BRD-A66861218, domperidone, mefenamic-acid, mestinon, methyldopa"
709,BAG1,,,,5.3771E-09,,
710,BAG2,,,,2.16551E-10,,alpha-estradiol
711,BAG3,HP:0012639,1,,2.57111E-05,,"cyclosporin-a, ethionamide, fluorouracil, resveratrol"
712,BAG6,,,,3.16829E-06,,
713,BAHD1,,,,0.000454114,,
714,BAI1,,,5.329E-06,,,
715,BAI2,,,6.10628E-06,,,
716,BAI3,,,1.61509E-07,,,
717,BAIAP2L1,,,,3.32711E-11,,
718,BAK1,,,,8.02967E-07,,
